,playerID,year,tmID,lgID,pos,GP,G,A,Pts,PIM,+/-,PPG,SHG,PostGP,PostG,PostA,PostPts,PostPIM,PostPPG,PostSHG,HOF,name
43138,vaskede01,1995,NYI,NHL,D,19.0,1.0,6.0,7.0,21.0,-13.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Dennis Vaske
43139,vaskede01,1996,NYI,NHL,D,17.0,0.0,4.0,4.0,12.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Dennis Vaske
43140,vaskede01,1997,NYI,NHL,D,19.0,0.0,3.0,3.0,12.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Dennis Vaske
43160,vautoyv01,1979,NYI,NHL,R,17.0,3.0,1.0,4.0,24.0,-6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Yvon Vautour
43467,volekda01,1988,NYI,NHL,L,77.0,25.0,34.0,59.0,24.0,-11.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,David Volek
43468,volekda01,1989,NYI,NHL,R,80.0,17.0,22.0,39.0,41.0,-2.0,6.0,0.0,5.0,1.0,4.0,5.0,0.0,0.0,0.0,0.0,David Volek
43469,volekda01,1990,NYI,NHL,L,77.0,22.0,34.0,56.0,57.0,-10.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,David Volek
43470,volekda01,1991,NYI,NHL,R,74.0,18.0,42.0,60.0,35.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,David Volek
43471,volekda01,1992,NYI,NHL,L,56.0,8.0,13.0,21.0,34.0,-1.0,2.0,0.0,10.0,4.0,1.0,5.0,2.0,0.0,0.0,0.0,David Volek
43472,volekda01,1993,NYI,NHL,L,32.0,5.0,9.0,14.0,10.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,David Volek
43538,vukotmi01,1987,NYI,NHL,R,17.0,1.0,0.0,1.0,82.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,23.0,0.0,0.0,0.0,Mick Vukota
43539,vukotmi01,1988,NYI,NHL,R,48.0,2.0,2.0,4.0,237.0,-17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Mick Vukota
43540,vukotmi01,1989,NYI,NHL,R,76.0,4.0,8.0,12.0,290.0,10.0,0.0,0.0,1.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,Mick Vukota
43541,vukotmi01,1990,NYI,NHL,R,60.0,2.0,4.0,6.0,238.0,-13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Mick Vukota
43542,vukotmi01,1991,NYI,NHL,R,74.0,0.0,6.0,6.0,293.0,-6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Mick Vukota
43543,vukotmi01,1992,NYI,NHL,R,74.0,2.0,5.0,7.0,216.0,3.0,0.0,0.0,15.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,Mick Vukota
43544,vukotmi01,1993,NYI,NHL,R,72.0,3.0,1.0,4.0,237.0,-5.0,0.0,0.0,4.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,Mick Vukota
43545,vukotmi01,1994,NYI,NHL,R,40.0,0.0,2.0,2.0,109.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Mick Vukota
43546,vukotmi01,1995,NYI,NHL,R,32.0,1.0,1.0,2.0,106.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Mick Vukota
43547,vukotmi01,1996,NYI,NHL,R,17.0,1.0,0.0,1.0,71.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Mick Vukota
43658,wallati01,2011,NYI,NHL,R,31.0,0.0,1.0,1.0,6.0,-7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Tim Wallace
43712,walshmi01,1987,NYI,NHL,L,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Mike Walsh
43713,walshmi01,1988,NYI,NHL,L,13.0,2.0,0.0,2.0,4.0,-7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Mike Walsh
43716,waltebe01,2007,NYI,NHL,C,8.0,1.0,0.0,1.0,0.0,-1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ben Walter
43717,waltebe01,2008,NYI,NHL,C,4.0,0.0,0.0,0.0,0.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ben Walter
44079,wattmi01,1998,NYI,NHL,L,75.0,8.0,17.0,25.0,12.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Mike Watt
44080,wattmi01,1999,NYI,NHL,L,45.0,5.0,6.0,11.0,17.0,-8.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Mike Watt
44094,webbst01,1996,NYI,NHL,R,41.0,1.0,4.0,5.0,144.0,-10.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Steve Webb
44095,webbst01,1997,NYI,NHL,R,20.0,0.0,0.0,0.0,35.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Steve Webb
44096,webbst01,1998,NYI,NHL,R,45.0,0.0,0.0,0.0,32.0,-10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Steve Webb
44097,webbst01,1999,NYI,NHL,R,65.0,1.0,3.0,4.0,103.0,-4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Steve Webb
44098,webbst01,2000,NYI,NHL,C,31.0,0.0,2.0,2.0,35.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Steve Webb
44099,webbst01,2001,NYI,NHL,R,60.0,2.0,4.0,6.0,104.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,Steve Webb
44100,webbst01,2002,NYI,NHL,R,49.0,1.0,0.0,1.0,75.0,-5.0,0.0,0.0,5.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,Steve Webb
44102,webbst01,2003,NYI,NHL,R,5.0,0.0,0.0,0.0,2.0,-1.0,0.0,0.0,2.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,Steve Webb
44137,weekeke01,1999,NYI,NHL,G,36.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Kevin Weekes
44159,weeksst01,1991,NYI,NHL,G,23.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Steve Weeks
44182,weighdo01,2008,NYI,NHL,C,53.0,10.0,28.0,38.0,55.0,-15.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Doug Weight
44183,weighdo01,2009,NYI,NHL,C,36.0,1.0,16.0,17.0,8.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Doug Weight
44184,weighdo01,2010,NYI,NHL,C,18.0,2.0,7.0,9.0,10.0,-3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Doug Weight
44198,weinhma01,2002,NYI,NHL,R,47.0,6.0,17.0,23.0,10.0,-2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Mattias Weinhandl
44199,weinhma01,2003,NYI,NHL,R,55.0,8.0,12.0,20.0,26.0,9.0,4.0,0.0,5.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,Mattias Weinhandl
44200,weinhma01,2005,NYI,NHL,R,53.0,2.0,4.0,6.0,14.0,-4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Mattias Weinhandl
44385,westfed01,1972,NYI,NHL,R,67.0,15.0,31.0,46.0,25.0,-42.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ed Westfall
44386,westfed01,1973,NYI,NHL,R,68.0,19.0,23.0,42.0,28.0,-5.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ed Westfall
44387,westfed01,1974,NYI,NHL,R,73.0,22.0,33.0,55.0,28.0,19.0,6.0,1.0,17.0,5.0,10.0,15.0,12.0,2.0,1.0,0.0,Ed Westfall
44388,westfed01,1975,NYI,NHL,R,80.0,25.0,31.0,56.0,27.0,17.0,6.0,2.0,8.0,2.0,3.0,5.0,0.0,1.0,0.0,0.0,Ed Westfall
44389,westfed01,1976,NYI,NHL,R,79.0,14.0,33.0,47.0,8.0,21.0,1.0,3.0,12.0,1.0,5.0,6.0,0.0,0.0,1.0,0.0,Ed Westfall
44390,westfed01,1977,NYI,NHL,R,71.0,5.0,19.0,24.0,14.0,7.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ed Westfall
44391,westfed01,1978,NYI,NHL,R,55.0,5.0,11.0,16.0,4.0,0.0,0.0,1.0,6.0,1.0,2.0,3.0,0.0,0.0,0.0,0.0,Ed Westfall
44627,widmeja01,1994,NYI,NHL,D,1.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Jason Widmer
44628,widmeja01,1995,NYI,NHL,D,4.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Jason Widmer
44650,wiemeja01,2002,NYI,NHL,L,81.0,9.0,19.0,28.0,116.0,5.0,0.0,1.0,5.0,0.0,0.0,0.0,23.0,0.0,0.0,0.0,Jason Wiemer
44651,wiemeja01,2003,NYI,NHL,C,13.0,1.0,3.0,4.0,24.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Jason Wiemer
45087,wishaty01,2010,NYI,NHL,D,20.0,1.0,4.0,5.0,10.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ty Wishart
45088,wishaty01,2011,NYI,NHL,D,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ty Wishart
45095,wisnija01,2010,NYI,NHL,D,32.0,3.0,18.0,21.0,18.0,-18.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,James Wisniewski
45122,wittbr01,2006,NYI,NHL,D,81.0,1.0,13.0,14.0,131.0,14.0,0.0,0.0,5.0,0.0,1.0,1.0,6.0,0.0,0.0,0.0,Brendan Witt
45123,wittbr01,2007,NYI,NHL,D,59.0,2.0,5.0,7.0,51.0,-8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Brendan Witt
45124,wittbr01,2008,NYI,NHL,D,65.0,0.0,9.0,9.0,94.0,-34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Brendan Witt
45125,wittbr01,2009,NYI,NHL,D,42.0,2.0,3.0,5.0,45.0,-18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Brendan Witt
45175,woodra01,1986,NYI,NHL,L,6.0,1.0,0.0,1.0,4.0,-1.0,0.0,0.0,13.0,1.0,3.0,4.0,14.0,0.0,0.0,0.0,Randy Wood
45176,woodra01,1987,NYI,NHL,L,75.0,22.0,16.0,38.0,80.0,-2.0,0.0,1.0,5.0,1.0,0.0,1.0,6.0,0.0,0.0,0.0,Randy Wood
45177,woodra01,1988,NYI,NHL,L,77.0,15.0,13.0,28.0,44.0,-18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Randy Wood
45178,woodra01,1989,NYI,NHL,L,74.0,24.0,24.0,48.0,39.0,-10.0,6.0,1.0,5.0,1.0,1.0,2.0,4.0,0.0,0.0,0.0,Randy Wood
45179,woodra01,1990,NYI,NHL,R,76.0,24.0,18.0,42.0,45.0,-12.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Randy Wood
45180,woodra01,1991,NYI,NHL,L,8.0,2.0,2.0,4.0,21.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Randy Wood
45187,woodra01,1996,NYI,NHL,L,65.0,6.0,5.0,11.0,61.0,-7.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Randy Wood
45414,yashial01,2001,NYI,NHL,C,78.0,32.0,43.0,75.0,25.0,-3.0,15.0,0.0,7.0,3.0,4.0,7.0,2.0,1.0,0.0,0.0,Alexei Yashin
45415,yashial01,2002,NYI,NHL,C,81.0,26.0,39.0,65.0,32.0,-12.0,14.0,0.0,5.0,2.0,2.0,4.0,2.0,0.0,0.0,0.0,Alexei Yashin
45416,yashial01,2003,NYI,NHL,C,47.0,15.0,19.0,34.0,10.0,-1.0,3.0,0.0,5.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,Alexei Yashin
45417,yashial01,2005,NYI,NHL,C,82.0,28.0,38.0,66.0,68.0,-14.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Alexei Yashin
45418,yashial01,2006,NYI,NHL,C,58.0,18.0,32.0,50.0,44.0,6.0,5.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Alexei Yashin
45495,yorkmi01,2005,NYI,NHL,C,75.0,13.0,39.0,52.0,30.0,-9.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Mike York
45496,yorkmi01,2006,NYI,NHL,L,32.0,6.0,7.0,13.0,14.0,-9.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Mike York
45716,zedniri01,2006,NYI,NHL,L,10.0,1.0,2.0,3.0,2.0,-2.0,0.0,0.0,5.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,Richard Zednik
45830,zhitnal01,2005,NYI,NHL,D,59.0,5.0,24.0,29.0,88.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Alexei Zhitnik
45831,zhitnal01,2006,NYI,NHL,D,30.0,2.0,9.0,11.0,40.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Alexei Zhitnik
