,playerID,year,tmID,lgID,pos,GP,G,A,Pts,PIM,+/-,PPG,SHG,PostGP,PostG,PostA,PostPts,PostPIM,PostPPG,PostSHG,HOF,name
28529,milleke02,1998,NYI,NHL,C,33.0,1.0,5.0,6.0,13.0,-5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Kevin Miller
28536,milleki01,1994,NYI,NHL,C,8.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Kip Miller
28538,milleki01,1997,NYI,NHL,C,9.0,1.0,3.0,4.0,2.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Kip Miller
28543,milleki01,2001,NYI,NHL,C,37.0,7.0,17.0,24.0,6.0,2.0,2.0,0.0,7.0,4.0,2.0,6.0,2.0,2.0,0.0,0.0,Kip Miller
28570,milleto01,1972,NYI,NHL,C,69.0,13.0,17.0,30.0,21.0,-29.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Tom Miller
28571,milleto01,1973,NYI,NHL,C,19.0,2.0,1.0,3.0,4.0,-3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Tom Miller
28572,milleto01,1974,NYI,NHL,C,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Tom Miller
28952,montoal01,2010,NYI,NHL,G,21.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Al Montoya
28953,montoal01,2011,NYI,NHL,G,31.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Al Montoya
29290,morroke01,1979,NYI,NHL,D,18.0,0.0,3.0,3.0,4.0,4.0,0.0,0.0,20.0,1.0,2.0,3.0,12.0,0.0,0.0,0.0,Ken Morrow
29291,morroke01,1980,NYI,NHL,D,80.0,2.0,11.0,13.0,20.0,19.0,0.0,0.0,18.0,3.0,4.0,7.0,8.0,0.0,0.0,0.0,Ken Morrow
29292,morroke01,1981,NYI,NHL,D,75.0,1.0,18.0,19.0,56.0,53.0,0.0,0.0,19.0,0.0,4.0,4.0,8.0,0.0,0.0,0.0,Ken Morrow
29293,morroke01,1982,NYI,NHL,D,79.0,5.0,11.0,16.0,44.0,18.0,0.0,0.0,19.0,5.0,7.0,12.0,18.0,0.0,0.0,0.0,Ken Morrow
29294,morroke01,1983,NYI,NHL,D,63.0,3.0,11.0,14.0,45.0,26.0,0.0,0.0,20.0,1.0,2.0,3.0,20.0,0.0,0.0,0.0,Ken Morrow
29295,morroke01,1984,NYI,NHL,D,15.0,1.0,7.0,8.0,14.0,5.0,0.0,0.0,10.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,Ken Morrow
29296,morroke01,1985,NYI,NHL,D,69.0,0.0,12.0,12.0,22.0,24.0,0.0,0.0,2.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,Ken Morrow
29297,morroke01,1986,NYI,NHL,D,64.0,3.0,8.0,11.0,32.0,7.0,0.0,0.0,13.0,1.0,3.0,4.0,2.0,0.0,0.0,0.0,Ken Morrow
29298,morroke01,1987,NYI,NHL,D,53.0,1.0,4.0,5.0,40.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,Ken Morrow
29299,morroke01,1988,NYI,NHL,D,34.0,1.0,3.0,4.0,32.0,-7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ken Morrow
29365,mottami01,2010,NYI,NHL,D,20.0,0.0,3.0,3.0,8.0,-12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Mike Mottau
29366,mottami01,2011,NYI,NHL,D,29.0,0.0,2.0,2.0,15.0,-10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Mike Mottau
29389,moulsma01,2009,NYI,NHL,L,82.0,30.0,18.0,48.0,16.0,-2.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matt Moulson
29390,moulsma01,2010,NYI,NHL,L,82.0,31.0,22.0,53.0,24.0,-10.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matt Moulson
29391,moulsma01,2011,NYI,NHL,L,82.0,36.0,33.0,69.0,6.0,1.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matt Moulson
29414,muckabi01,1999,NYI,NHL,R,12.0,4.0,3.0,7.0,4.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Bill Muckalt
29415,muckabi01,2000,NYI,NHL,R,60.0,11.0,15.0,26.0,33.0,-4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Bill Muckalt
29460,mullebr01,1992,NYI,NHL,L,81.0,18.0,14.0,32.0,28.0,5.0,1.0,0.0,18.0,3.0,4.0,7.0,2.0,0.0,0.0,0.0,Brian Mullen
29490,mulleki01,1994,NYI,NHL,C,12.0,3.0,5.0,8.0,14.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Kirk Muller
29491,mulleki01,1995,NYI,NHL,C,15.0,4.0,3.0,7.0,15.0,-10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Kirk Muller
29795,murrake01,1972,NYI,NHL,D,39.0,0.0,4.0,4.0,59.0,-21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ken Murray
29949,myrvoan01,2000,NYI,NHL,D,12.0,0.0,1.0,1.0,0.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Anders Myrvold
29953,nabokdm01,1998,NYI,NHL,C,4.0,0.0,2.0,2.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Dmitri Nabokov
29954,nabokdm01,1999,NYI,NHL,L,26.0,4.0,7.0,11.0,16.0,-8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Dmitri Nabokov
29965,nabokev01,2011,NYI,NHL,G,42.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Evgeni Nabokov
29993,namesjo01,1997,NYI,NHL,D,6.0,0.0,1.0,1.0,4.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,John Namestnikov
30071,nasreal01,2002,NYI,NHL,D,3.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Alain Nasreddine
30245,nemchse01,1997,NYI,NHL,C,74.0,10.0,19.0,29.0,24.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sergei Nemchinov
30246,nemchse01,1998,NYI,NHL,C,67.0,8.0,8.0,16.0,22.0,-17.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sergei Nemchinov
30260,nessaa01,2011,NYI,NHL,D,9.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Aaron Ness
30385,nichone01,1972,NYI,NHL,D,30.0,3.0,1.0,4.0,23.0,-22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Neil Nicholson
30386,nichone01,1973,NYI,NHL,D,8.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Neil Nicholson
30387,nichone01,1977,NYI,NHL,D,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Neil Nicholson
30424,niedeni01,2010,NYI,NHL,R,9.0,1.0,1.0,2.0,8.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Nino Niederreiter
30425,niedeni01,2011,NYI,NHL,R,55.0,1.0,0.0,1.0,12.0,-29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Nino Niederreiter
30471,nielsfr01,2006,NYI,NHL,C,15.0,1.0,1.0,2.0,0.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Frans Nielsen
30472,nielsfr01,2007,NYI,NHL,C,16.0,2.0,1.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Frans Nielsen
30473,nielsfr01,2008,NYI,NHL,C,59.0,9.0,24.0,33.0,18.0,-4.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Frans Nielsen
30474,nielsfr01,2009,NYI,NHL,C,76.0,12.0,26.0,38.0,6.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Frans Nielsen
30475,nielsfr01,2010,NYI,NHL,C,71.0,13.0,31.0,44.0,38.0,13.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Frans Nielsen
30476,nielsfr01,2011,NYI,NHL,C,82.0,17.0,30.0,47.0,6.0,-3.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Frans Nielsen
30553,niinija01,2002,NYI,NHL,D,13.0,1.0,5.0,6.0,14.0,-2.0,1.0,0.0,5.0,0.0,1.0,1.0,12.0,0.0,0.0,0.0,Janne Niinimaa
30554,niinija01,2003,NYI,NHL,D,82.0,9.0,19.0,28.0,64.0,12.0,4.0,0.0,5.0,1.0,2.0,3.0,2.0,1.0,0.0,0.0,Janne Niinimaa
30555,niinija01,2005,NYI,NHL,D,41.0,1.0,9.0,10.0,62.0,-7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Janne Niinimaa
30620,nilssan01,2011,NYI,NHL,G,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Anders Nilsson
30633,nilssro01,2005,NYI,NHL,C,53.0,6.0,14.0,20.0,26.0,-6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Robert Nilsson
30684,nokelpe01,2005,NYI,NHL,C,15.0,1.0,1.0,2.0,4.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Petteri Nokelainen
30815,nortoje01,1987,NYI,NHL,D,15.0,1.0,6.0,7.0,14.0,3.0,1.0,0.0,3.0,0.0,2.0,2.0,13.0,0.0,0.0,0.0,Jeff Norton
30816,nortoje01,1988,NYI,NHL,D,69.0,1.0,30.0,31.0,74.0,-24.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Jeff Norton
30817,nortoje01,1989,NYI,NHL,D,60.0,4.0,49.0,53.0,65.0,-9.0,4.0,0.0,4.0,1.0,3.0,4.0,17.0,0.0,0.0,0.0,Jeff Norton
30818,nortoje01,1990,NYI,NHL,D,44.0,3.0,25.0,28.0,16.0,-13.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Jeff Norton
30819,nortoje01,1991,NYI,NHL,D,28.0,1.0,18.0,19.0,18.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Jeff Norton
30820,nortoje01,1992,NYI,NHL,D,66.0,12.0,38.0,50.0,45.0,-3.0,5.0,0.0,10.0,1.0,1.0,2.0,4.0,1.0,0.0,0.0,Jeff Norton
30942,nylunga01,1988,NYI,NHL,D,46.0,4.0,8.0,12.0,74.0,-15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Gary Nylund
30943,nylunga01,1989,NYI,NHL,D,64.0,4.0,21.0,25.0,144.0,8.0,2.0,0.0,5.0,0.0,2.0,2.0,17.0,0.0,0.0,0.0,Gary Nylund
30944,nylunga01,1990,NYI,NHL,D,72.0,2.0,21.0,23.0,105.0,-8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Gary Nylund
30945,nylunga01,1991,NYI,NHL,D,7.0,0.0,1.0,1.0,10.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Gary Nylund
30946,nylunga01,1992,NYI,NHL,D,22.0,1.0,1.0,2.0,43.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Gary Nylund
30952,nystrbo01,1972,NYI,NHL,R,11.0,1.0,1.0,2.0,10.0,-11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Bob Nystrom
30953,nystrbo01,1973,NYI,NHL,R,77.0,21.0,20.0,41.0,118.0,-17.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Bob Nystrom
30954,nystrbo01,1974,NYI,NHL,R,76.0,27.0,28.0,55.0,122.0,17.0,3.0,0.0,17.0,1.0,3.0,4.0,27.0,0.0,0.0,0.0,Bob Nystrom
30955,nystrbo01,1975,NYI,NHL,R,80.0,23.0,25.0,48.0,106.0,24.0,2.0,0.0,13.0,3.0,6.0,9.0,30.0,1.0,0.0,0.0,Bob Nystrom
30956,nystrbo01,1976,NYI,NHL,R,80.0,29.0,27.0,56.0,91.0,22.0,5.0,0.0,12.0,0.0,2.0,2.0,7.0,0.0,0.0,0.0,Bob Nystrom
30957,nystrbo01,1977,NYI,NHL,R,80.0,30.0,29.0,59.0,94.0,19.0,3.0,0.0,7.0,3.0,1.0,4.0,14.0,1.0,0.0,0.0,Bob Nystrom
30958,nystrbo01,1978,NYI,NHL,R,78.0,19.0,20.0,39.0,113.0,19.0,1.0,0.0,10.0,3.0,2.0,5.0,4.0,0.0,0.0,0.0,Bob Nystrom
30959,nystrbo01,1979,NYI,NHL,R,67.0,21.0,18.0,39.0,94.0,4.0,2.0,0.0,20.0,9.0,9.0,18.0,50.0,0.0,0.0,0.0,Bob Nystrom
30960,nystrbo01,1980,NYI,NHL,R,79.0,14.0,30.0,44.0,145.0,6.0,3.0,0.0,18.0,6.0,6.0,12.0,20.0,0.0,0.0,0.0,Bob Nystrom
30961,nystrbo01,1981,NYI,NHL,R,74.0,22.0,25.0,47.0,103.0,13.0,0.0,0.0,15.0,5.0,5.0,10.0,32.0,0.0,0.0,0.0,Bob Nystrom
30962,nystrbo01,1982,NYI,NHL,R,74.0,10.0,20.0,30.0,98.0,6.0,3.0,0.0,20.0,7.0,6.0,13.0,15.0,0.0,0.0,0.0,Bob Nystrom
30963,nystrbo01,1983,NYI,NHL,R,74.0,15.0,29.0,44.0,80.0,9.0,1.0,0.0,15.0,0.0,2.0,2.0,8.0,0.0,0.0,0.0,Bob Nystrom
30964,nystrbo01,1984,NYI,NHL,R,36.0,2.0,5.0,7.0,58.0,6.0,0.0,0.0,10.0,2.0,2.0,4.0,29.0,0.0,0.0,0.0,Bob Nystrom
30965,nystrbo01,1985,NYI,NHL,R,14.0,1.0,1.0,2.0,16.0,-4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Bob Nystrom
31142,odjicgi01,1997,NYI,NHL,L,13.0,0.0,0.0,0.0,31.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Gino Odjick
31143,odjicgi01,1998,NYI,NHL,L,23.0,4.0,3.0,7.0,133.0,-2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Gino Odjick
31144,odjicgi01,1999,NYI,NHL,L,46.0,5.0,10.0,15.0,90.0,-7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Gino Odjick
31255,okerlto01,1987,NYI,NHL,R,4.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Todd Okerlund
31258,okposky01,2007,NYI,NHL,R,9.0,2.0,3.0,5.0,2.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Kyle Okposo
31259,okposky01,2008,NYI,NHL,R,65.0,18.0,21.0,39.0,36.0,-6.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Kyle Okposo
31260,okposky01,2009,NYI,NHL,R,80.0,19.0,33.0,52.0,34.0,-23.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Kyle Okposo
31261,okposky01,2010,NYI,NHL,R,38.0,5.0,15.0,20.0,40.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Kyle Okposo
31262,okposky01,2011,NYI,NHL,R,79.0,24.0,21.0,45.0,46.0,-15.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Kyle Okposo
31525,orszavl01,1997,NYI,NHL,R,11.0,0.0,1.0,1.0,2.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Vladimir Orszagh
31526,orszavl01,1998,NYI,NHL,R,12.0,1.0,0.0,1.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Vladimir Orszagh
31527,orszavl01,1999,NYI,NHL,R,11.0,2.0,1.0,3.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Vladimir Orszagh
31571,osgooch01,2001,NYI,NHL,G,66.0,0.0,4.0,4.0,10.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,Chris Osgood
31572,osgooch01,2002,NYI,NHL,G,37.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Chris Osgood
31794,palffzi01,1993,NYI,NHL,L,5.0,0.0,0.0,0.0,0.0,-6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ziggy Palffy
31795,palffzi01,1994,NYI,NHL,L,33.0,10.0,7.0,17.0,6.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ziggy Palffy
31796,palffzi01,1995,NYI,NHL,R,81.0,43.0,44.0,87.0,56.0,-17.0,17.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ziggy Palffy
31797,palffzi01,1996,NYI,NHL,R,80.0,48.0,42.0,90.0,43.0,21.0,6.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ziggy Palffy
31798,palffzi01,1997,NYI,NHL,R,82.0,45.0,42.0,87.0,34.0,-2.0,17.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ziggy Palffy
31799,palffzi01,1998,NYI,NHL,R,50.0,22.0,28.0,50.0,34.0,-6.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ziggy Palffy
31851,pandoja01,2011,NYI,NHL,L,62.0,1.0,2.0,3.0,8.0,-14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Jay Pandolfo
31861,pantegr01,1995,NYI,NHL,L,4.0,0.0,0.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Grigori Panteleev
31867,papinju01,2002,NYI,NHL,C,5.0,1.0,2.0,3.0,4.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Justin Papineau
31868,papinju01,2003,NYI,NHL,C,64.0,8.0,5.0,13.0,8.0,4.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Justin Papineau
31918,parenpi01,2010,NYI,NHL,L,81.0,20.0,33.0,53.0,46.0,-8.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,P.A. Parenteau
31919,parenpi01,2011,NYI,NHL,L,80.0,18.0,49.0,67.0,89.0,-8.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,P.A. Parenteau
31941,parisjp01,1974,NYI,NHL,L,41.0,14.0,16.0,30.0,22.0,10.0,4.0,0.0,17.0,8.0,8.0,16.0,22.0,4.0,0.0,0.0,J.P. Parise
31942,parisjp01,1975,NYI,NHL,L,80.0,22.0,35.0,57.0,80.0,12.0,5.0,2.0,13.0,4.0,6.0,10.0,10.0,1.0,0.0,0.0,J.P. Parise
31943,parisjp01,1976,NYI,NHL,L,80.0,25.0,31.0,56.0,46.0,26.0,5.0,0.0,11.0,4.0,4.0,8.0,6.0,1.0,0.0,0.0,J.P. Parise
31944,parisjp01,1977,NYI,NHL,L,39.0,12.0,16.0,28.0,12.0,19.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,J.P. Parise
32014,parkri01,2006,NYI,NHL,R,82.0,10.0,16.0,26.0,33.0,4.0,0.0,2.0,5.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,Richard Park
32015,parkri01,2007,NYI,NHL,R,82.0,12.0,20.0,32.0,20.0,-4.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Richard Park
32016,parkri01,2008,NYI,NHL,R,71.0,14.0,17.0,31.0,34.0,-13.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Richard Park
32017,parkri01,2009,NYI,NHL,C,81.0,9.0,22.0,31.0,28.0,-10.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Richard Park
32019,parksgr01,1990,NYI,NHL,C,20.0,1.0,2.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Greg Parks
32020,parksgr01,1991,NYI,NHL,C,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Greg Parks
32021,parksgr01,1992,NYI,NHL,C,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Greg Parks
32027,parrima01,2000,NYI,NHL,R,70.0,17.0,13.0,30.0,28.0,-27.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Mark Parrish
32028,parrima01,2001,NYI,NHL,R,78.0,30.0,30.0,60.0,32.0,10.0,9.0,1.0,7.0,2.0,1.0,3.0,6.0,2.0,0.0,0.0,Mark Parrish
32029,parrima01,2002,NYI,NHL,R,81.0,23.0,25.0,48.0,28.0,-11.0,9.0,0.0,5.0,1.0,0.0,1.0,4.0,1.0,0.0,0.0,Mark Parrish
32030,parrima01,2003,NYI,NHL,R,59.0,24.0,11.0,35.0,18.0,8.0,6.0,0.0,5.0,1.0,2.0,3.0,0.0,0.0,0.0,0.0,Mark Parrish
32031,parrima01,2005,NYI,NHL,R,57.0,24.0,17.0,41.0,16.0,-14.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Mark Parrish
32356,pearssc01,1999,NYI,NHL,L,2.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Scott Pearson
32368,pecami01,2001,NYI,NHL,C,80.0,25.0,35.0,60.0,62.0,19.0,3.0,6.0,5.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,Michael Peca
32369,pecami01,2002,NYI,NHL,C,66.0,13.0,29.0,42.0,43.0,-4.0,4.0,2.0,5.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,Michael Peca
32370,pecami01,2003,NYI,NHL,C,76.0,11.0,29.0,40.0,71.0,17.0,0.0,1.0,5.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,Michael Peca
32640,perssst01,1977,NYI,NHL,D,66.0,6.0,50.0,56.0,54.0,19.0,3.0,0.0,7.0,0.0,2.0,2.0,6.0,0.0,0.0,0.0,Stefan Persson
32641,perssst01,1978,NYI,NHL,D,78.0,10.0,56.0,66.0,57.0,38.0,6.0,0.0,10.0,0.0,4.0,4.0,8.0,0.0,0.0,0.0,Stefan Persson
32642,perssst01,1979,NYI,NHL,D,73.0,4.0,35.0,39.0,76.0,13.0,2.0,0.0,21.0,5.0,10.0,15.0,16.0,4.0,0.0,0.0,Stefan Persson
32643,perssst01,1980,NYI,NHL,D,80.0,9.0,52.0,61.0,82.0,24.0,6.0,0.0,7.0,0.0,5.0,5.0,6.0,0.0,0.0,0.0,Stefan Persson
32644,perssst01,1981,NYI,NHL,D,70.0,6.0,37.0,43.0,99.0,35.0,3.0,0.0,13.0,1.0,14.0,15.0,9.0,1.0,0.0,0.0,Stefan Persson
32645,perssst01,1982,NYI,NHL,D,70.0,4.0,25.0,29.0,71.0,12.0,2.0,0.0,18.0,1.0,5.0,6.0,18.0,1.0,0.0,0.0,Stefan Persson
32646,perssst01,1983,NYI,NHL,D,75.0,9.0,24.0,33.0,65.0,30.0,4.0,0.0,16.0,0.0,6.0,6.0,2.0,0.0,0.0,0.0,Stefan Persson
32647,perssst01,1984,NYI,NHL,D,54.0,3.0,19.0,22.0,30.0,8.0,3.0,0.0,10.0,0.0,4.0,4.0,4.0,0.0,0.0,0.0,Stefan Persson
32648,perssst01,1985,NYI,NHL,D,56.0,1.0,19.0,20.0,40.0,-3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Stefan Persson
32765,petroro01,2000,NYI,NHL,C,11.0,0.0,0.0,0.0,4.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Robert Petrovicky
32808,pettito01,2002,NYI,NHL,D,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Tomi Pettinen
32809,pettito01,2003,NYI,NHL,D,4.0,0.0,0.0,0.0,2.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Tomi Pettinen
32810,pettito01,2005,NYI,NHL,D,18.0,0.0,0.0,0.0,16.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Tomi Pettinen
32957,pilonri01,1988,NYI,NHL,D,62.0,0.0,14.0,14.0,242.0,-9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Rich Pilon
32958,pilonri01,1989,NYI,NHL,D,14.0,0.0,2.0,2.0,31.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Rich Pilon
32959,pilonri01,1990,NYI,NHL,D,60.0,1.0,4.0,5.0,126.0,-12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Rich Pilon
32960,pilonri01,1991,NYI,NHL,D,65.0,1.0,6.0,7.0,183.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Rich Pilon
32961,pilonri01,1992,NYI,NHL,D,44.0,1.0,3.0,4.0,164.0,-4.0,0.0,0.0,15.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,Rich Pilon
32962,pilonri01,1993,NYI,NHL,D,28.0,1.0,4.0,5.0,75.0,-4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Rich Pilon
