,year,lgID,tmID,G,W,L,T,OTL,Pts,GF,GA,name,PIM,PPG,PPC,SHA,PKG,PKC,SHF,post_G,post_W,post_L,post_T,post_GF,post_GA,post_PIM,post_PPG,post_PKG,SC_champs
333,1985,NHL,CAL,80,40,31,9.0,0.0,89,354,315,Calgary Flames,2297.0,92.0,372.0,11.0,101.0,427.0,16.0,22.0,12.0,10.0,0.0,81.0,69.0,805.0,25.0,15.0,0.0
334,1985,NHL,CHI,80,39,33,8.0,0.0,86,351,349,Chicago Black Hawks,1537.0,85.0,332.0,10.0,85.0,388.0,15.0,3.0,0.0,3.0,0.0,9.0,18.0,87.0,3.0,5.0,0.0
335,1985,NHL,DET,80,17,57,6.0,0.0,40,266,415,Detroit Red Wings,2393.0,79.0,382.0,11.0,111.0,394.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
336,1985,NHL,EDM,80,56,17,7.0,0.0,119,426,310,Edmonton Oilers,1928.0,78.0,295.0,15.0,77.0,409.0,27.0,10.0,6.0,4.0,0.0,41.0,30.0,321.0,8.0,8.0,0.0
337,1985,NHL,HAR,80,40,36,4.0,0.0,84,332,302,Hartford Whalers,1759.0,83.0,378.0,8.0,72.0,376.0,12.0,10.0,6.0,4.0,0.0,29.0,23.0,260.0,7.0,9.0,0.0
338,1985,NHL,LAK,80,23,49,8.0,0.0,54,284,389,Los Angeles Kings,2004.0,69.0,393.0,16.0,103.0,364.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
339,1985,NHL,MNS,80,38,33,9.0,0.0,85,327,305,Minnesota North Stars,1672.0,88.0,370.0,12.0,80.0,387.0,11.0,5.0,2.0,3.0,0.0,20.0,18.0,142.0,6.0,2.0,0.0
340,1985,NHL,MTL,80,40,33,7.0,0.0,87,330,280,Montreal Canadiens,1372.0,87.0,343.0,8.0,64.0,307.0,8.0,20.0,15.0,5.0,0.0,56.0,41.0,689.0,17.0,10.0,1.0
341,1985,NHL,NJD,80,28,49,3.0,0.0,59,300,374,New Jersey Devils,1424.0,70.0,355.0,5.0,103.0,400.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
342,1985,NHL,NYI,80,39,29,12.0,0.0,90,327,284,New York Islanders,1343.0,73.0,332.0,9.0,77.0,369.0,4.0,3.0,0.0,3.0,0.0,4.0,11.0,84.0,1.0,3.0,0.0
343,1985,NHL,NYR,80,36,38,6.0,0.0,78,280,276,New York Rangers,1496.0,73.0,362.0,4.0,81.0,365.0,9.0,16.0,8.0,8.0,0.0,47.0,55.0,426.0,13.0,14.0,0.0
344,1985,NHL,PHI,80,53,23,4.0,0.0,110,335,241,Philadelphia Flyers,2025.0,91.0,380.0,9.0,71.0,418.0,17.0,5.0,2.0,3.0,0.0,15.0,18.0,145.0,3.0,5.0,0.0
345,1985,NHL,PIT,80,34,38,8.0,0.0,76,313,305,Pittsburgh Penguins,1538.0,93.0,425.0,17.0,78.0,340.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
346,1985,NHL,QUE,80,43,31,6.0,0.0,92,330,289,Quebec Nordiques,1847.0,99.0,423.0,20.0,71.0,379.0,11.0,3.0,0.0,3.0,0.0,7.0,16.0,116.0,3.0,5.0,0.0
347,1985,NHL,STL,80,37,34,9.0,0.0,83,302,291,St. Louis Blues,1478.0,78.0,362.0,14.0,74.0,324.0,9.0,19.0,10.0,9.0,0.0,64.0,70.0,579.0,13.0,26.0,0.0
348,1985,NHL,TOR,80,25,48,7.0,0.0,57,311,386,Toronto Maple Leafs,1716.0,67.0,364.0,11.0,83.0,364.0,7.0,10.0,6.0,4.0,0.0,40.0,33.0,284.0,12.0,9.0,0.0
349,1985,NHL,VAN,80,23,44,13.0,0.0,59,282,333,Vancouver Canucks,1813.0,89.0,419.0,17.0,71.0,328.0,11.0,3.0,0.0,3.0,0.0,5.0,17.0,55.0,2.0,4.0,0.0
350,1985,NHL,WAS,80,50,23,7.0,0.0,107,315,272,Washington Capitals,1418.0,82.0,360.0,6.0,67.0,348.0,13.0,9.0,5.0,4.0,0.0,36.0,24.0,209.0,9.0,7.0,0.0
351,1985,NHL,WIN,80,26,47,7.0,0.0,59,295,372,Winnipeg Jets,1774.0,72.0,356.0,14.0,83.0,335.0,13.0,3.0,0.0,3.0,0.0,8.0,15.0,88.0,3.0,2.0,0.0
352,1986,NHL,BOS,80,39,34,7.0,0.0,85,301,276,Boston Bruins,1870.0,65.0,334.0,5.0,60.0,325.0,13.0,4.0,0.0,4.0,0.0,11.0,19.0,86.0,5.0,4.0,0.0
353,1986,NHL,BUF,80,28,44,8.0,0.0,64,280,308,Buffalo Sabres,1810.0,68.0,364.0,9.0,86.0,355.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
354,1986,NHL,CAL,80,46,31,3.0,0.0,95,318,289,Calgary Flames,2036.0,80.0,318.0,14.0,75.0,368.0,7.0,6.0,2.0,4.0,0.0,15.0,22.0,190.0,5.0,8.0,0.0
355,1986,NHL,CHI,80,29,37,14.0,0.0,72,290,310,Chicago Blackhawks,1692.0,55.0,324.0,9.0,81.0,341.0,5.0,4.0,0.0,4.0,0.0,6.0,15.0,104.0,0.0,4.0,0.0
356,1986,NHL,DET,80,34,36,10.0,0.0,78,260,274,Detroit Red Wings,2209.0,69.0,336.0,7.0,73.0,357.0,9.0,16.0,9.0,7.0,0.0,45.0,40.0,426.0,9.0,9.0,0.0
357,1986,NHL,EDM,80,50,24,6.0,0.0,106,372,284,Edmonton Oilers,1721.0,70.0,318.0,8.0,74.0,372.0,28.0,21.0,16.0,5.0,0.0,87.0,57.0,477.0,17.0,14.0,1.0
358,1986,NHL,HAR,80,43,30,7.0,0.0,93,287,270,Hartford Whalers,1496.0,73.0,352.0,10.0,71.0,336.0,11.0,6.0,2.0,4.0,0.0,19.0,27.0,317.0,6.0,12.0,0.0
359,1986,NHL,LAK,80,31,41,8.0,0.0,70,318,341,Los Angeles Kings,2038.0,97.0,389.0,16.0,92.0,346.0,9.0,5.0,1.0,4.0,0.0,20.0,32.0,118.0,5.0,8.0,0.0
360,1986,NHL,MNS,80,30,40,10.0,0.0,70,296,314,Minnesota North Stars,1936.0,83.0,355.0,18.0,92.0,376.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
361,1986,NHL,MTL,80,41,29,10.0,0.0,92,277,241,Montreal Canadiens,1802.0,67.0,321.0,6.0,51.0,304.0,6.0,17.0,10.0,7.0,0.0,67.0,54.0,433.0,16.0,11.0,0.0
362,1986,NHL,NJD,80,29,45,6.0,0.0,64,293,368,New Jersey Devils,1735.0,82.0,382.0,10.0,95.0,361.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
363,1986,NHL,NYI,80,35,33,12.0,0.0,82,279,281,New York Islanders,1857.0,84.0,337.0,9.0,83.0,381.0,8.0,14.0,7.0,7.0,0.0,35.0,42.0,293.0,11.0,9.0,0.0
364,1986,NHL,NYR,80,34,38,8.0,0.0,76,307,323,New York Rangers,1718.0,75.0,375.0,15.0,71.0,379.0,12.0,6.0,2.0,4.0,0.0,13.0,22.0,172.0,4.0,3.0,0.0
365,1986,NHL,PHI,80,46,26,8.0,0.0,100,310,245,Philadelphia Flyers,2082.0,68.0,355.0,5.0,71.0,402.0,22.0,26.0,15.0,11.0,0.0,85.0,73.0,499.0,19.0,22.0,0.0
366,1986,NHL,PIT,80,30,38,12.0,0.0,72,297,290,Pittsburgh Penguins,1693.0,74.0,378.0,9.0,72.0,318.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
367,1986,NHL,QUE,80,31,39,10.0,0.0,72,267,276,Quebec Nordiques,1741.0,76.0,354.0,12.0,52.0,311.0,8.0,13.0,7.0,6.0,0.0,48.0,45.0,504.0,15.0,11.0,0.0
368,1986,NHL,STL,80,32,33,15.0,0.0,79,281,293,St. Louis Blues,1572.0,79.0,324.0,11.0,58.0,303.0,6.0,6.0,2.0,4.0,0.0,12.0,15.0,182.0,5.0,2.0,0.0
369,1986,NHL,TOR,80,32,42,6.0,0.0,70,286,319,Toronto Maple Leafs,1827.0,52.0,303.0,10.0,71.0,323.0,17.0,13.0,7.0,6.0,0.0,33.0,32.0,345.0,9.0,8.0,0.0
370,1986,NHL,VAN,80,29,43,8.0,0.0,66,282,314,Vancouver Canucks,1917.0,82.0,353.0,11.0,77.0,319.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
371,1986,NHL,WAS,80,38,32,10.0,0.0,86,285,278,Washington Capitals,1720.0,65.0,355.0,15.0,58.0,326.0,9.0,7.0,3.0,4.0,0.0,19.0,19.0,199.0,2.0,4.0,0.0
372,1986,NHL,WIN,80,40,32,8.0,0.0,88,279,271,Winnipeg Jets,1537.0,52.0,300.0,9.0,53.0,324.0,8.0,10.0,4.0,6.0,0.0,31.0,32.0,289.0,9.0,8.0,0.0
373,1987,NHL,BOS,80,44,30,6.0,0.0,94,300,251,Boston Bruins,2443.0,74.0,446.0,10.0,70.0,425.0,14.0,23.0,12.0,10.0,1.0,85.0,72.0,813.0,20.0,24.0,0.0
374,1987,NHL,BUF,80,37,32,11.0,0.0,85,283,305,Buffalo Sabres,2277.0,80.0,464.0,13.0,96.0,439.0,8.0,6.0,2.0,4.0,0.0,22.0,28.0,286.0,11.0,6.0,0.0
375,1987,NHL,CAL,80,48,23,9.0,0.0,105,397,305,Calgary Flames,2431.0,109.0,383.0,11.0,94.0,480.0,23.0,9.0,4.0,5.0,0.0,41.0,36.0,310.0,12.0,14.0,0.0
376,1987,NHL,CHI,80,30,41,9.0,0.0,69,284,328,Chicago Blackhawks,2228.0,98.0,426.0,13.0,96.0,484.0,18.0,5.0,1.0,4.0,0.0,17.0,21.0,188.0,8.0,10.0,0.0
377,1987,NHL,DET,80,41,28,11.0,0.0,93,322,269,Detroit Red Wings,2391.0,72.0,383.0,8.0,73.0,453.0,20.0,16.0,9.0,7.0,0.0,69.0,57.0,550.0,21.0,20.0,0.0
378,1987,NHL,EDM,80,44,25,11.0,0.0,99,363,288,Edmonton Oilers,2173.0,88.0,402.0,11.0,86.0,447.0,20.0,19.0,16.0,2.0,1.0,87.0,56.0,635.0,32.0,20.0,1.0
379,1987,NHL,HAR,80,35,38,7.0,0.0,77,249,267,Hartford Whalers,2046.0,84.0,477.0,17.0,67.0,426.0,9.0,6.0,2.0,4.0,0.0,20.0,23.0,81.0,5.0,6.0,0.0
380,1987,NHL,LAK,80,30,42,8.0,0.0,68,318,359,Los Angeles Kings,2124.0,103.0,474.0,14.0,96.0,425.0,11.0,5.0,1.0,4.0,0.0,18.0,30.0,178.0,8.0,8.0,0.0
381,1987,NHL,MNS,80,19,48,13.0,0.0,51,242,349,Minnesota North Stars,2313.0,81.0,450.0,16.0,108.0,436.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
382,1987,NHL,MTL,80,45,22,13.0,0.0,103,298,238,Montreal Canadiens,1830.0,63.0,397.0,17.0,64.0,395.0,7.0,11.0,5.0,6.0,0.0,33.0,35.0,219.0,6.0,5.0,0.0
383,1987,NHL,NJD,80,38,36,6.0,0.0,82,295,296,New Jersey Devils,2315.0,98.0,479.0,12.0,101.0,467.0,18.0,20.0,11.0,9.0,0.0,67.0,71.0,871.0,23.0,22.0,0.0
384,1987,NHL,NYI,80,39,31,10.0,0.0,88,308,267,New York Islanders,1732.0,87.0,387.0,8.0,94.0,416.0,8.0,6.0,2.0,4.0,0.0,18.0,23.0,250.0,5.0,10.0,0.0
385,1987,NHL,NYR,80,36,34,10.0,0.0,82,300,283,New York Rangers,1775.0,111.0,491.0,11.0,82.0,423.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
386,1987,NHL,PHI,80,38,33,9.0,0.0,85,292,292,Philadelphia Flyers,2194.0,83.0,461.0,6.0,90.0,475.0,15.0,7.0,3.0,4.0,0.0,25.0,31.0,286.0,5.0,8.0,0.0
387,1987,NHL,PIT,80,36,35,9.0,0.0,81,319,316,Pittsburgh Penguins,2211.0,110.0,500.0,19.0,120.0,507.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
388,1987,NHL,QUE,80,32,43,5.0,0.0,69,271,306,Quebec Nordiques,2042.0,99.0,456.0,17.0,96.0,410.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
389,1987,NHL,STL,80,34,38,8.0,0.0,76,278,294,St. Louis Blues,1919.0,82.0,413.0,5.0,83.0,402.0,13.0,10.0,5.0,5.0,0.0,35.0,38.0,321.0,16.0,12.0,0.0
390,1987,NHL,TOR,80,21,49,10.0,0.0,52,273,345,Toronto Maple Leafs,1782.0,54.0,347.0,9.0,93.0,420.0,12.0,6.0,2.0,4.0,0.0,20.0,32.0,189.0,6.0,11.0,0.0
391,1987,NHL,VAN,80,25,46,9.0,0.0,59,272,320,Vancouver Canucks,2196.0,81.0,435.0,18.0,83.0,404.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
392,1987,NHL,WAS,80,38,33,9.0,0.0,85,281,249,Washington Capitals,1680.0,94.0,469.0,15.0,75.0,394.0,8.0,14.0,7.0,7.0,0.0,54.0,50.0,529.0,14.0,13.0,0.0
393,1987,NHL,WIN,80,33,36,11.0,0.0,77,292,310,Winnipeg Jets,2278.0,110.0,432.0,17.0,94.0,444.0,11.0,5.0,1.0,4.0,0.0,17.0,25.0,213.0,7.0,10.0,0.0
394,1988,NHL,BOS,80,37,29,14.0,0.0,88,289,256,Boston Bruins,1929.0,85.0,429.0,4.0,67.0,374.0,10.0,10.0,5.0,5.0,0.0,29.0,30.0,229.0,6.0,7.0,0.0
395,1988,NHL,BUF,80,38,35,7.0,0.0,83,291,299,Buffalo Sabres,2034.0,78.0,380.0,12.0,86.0,410.0,7.0,5.0,1.0,4.0,0.0,14.0,16.0,188.0,6.0,5.0,0.0
396,1988,NHL,CAL,80,54,17,9.0,0.0,117,354,226,Calgary Flames,2444.0,101.0,405.0,8.0,78.0,457.0,10.0,22.0,16.0,6.0,0.0,82.0,55.0,563.0,28.0,18.0,1.0
397,1988,NHL,CHI,80,27,41,12.0,0.0,66,297,335,Chicago Blackhawks,2496.0,91.0,434.0,16.0,122.0,481.0,25.0,16.0,9.0,7.0,0.0,52.0,45.0,484.0,16.0,15.0,0.0
398,1988,NHL,DET,80,34,34,12.0,0.0,80,313,316,Detroit Red Wings,2245.0,73.0,352.0,8.0,79.0,426.0,15.0,6.0,2.0,4.0,0.0,18.0,25.0,187.0,6.0,10.0,0.0
399,1988,NHL,EDM,80,38,34,8.0,0.0,84,325,306,Edmonton Oilers,1931.0,83.0,419.0,17.0,78.0,452.0,27.0,7.0,3.0,4.0,0.0,20.0,25.0,161.0,6.0,11.0,0.0
400,1988,NHL,HAR,80,37,38,5.0,0.0,79,299,290,Hartford Whalers,1672.0,87.0,418.0,18.0,70.0,377.0,3.0,4.0,0.0,4.0,0.0,11.0,18.0,111.0,1.0,4.0,0.0
401,1988,NHL,LAK,80,42,31,7.0,0.0,91,376,335,Los Angeles Kings,2215.0,82.0,395.0,13.0,80.0,407.0,22.0,11.0,4.0,7.0,0.0,36.0,42.0,270.0,15.0,11.0,0.0
402,1988,NHL,MNS,80,27,37,16.0,0.0,70,258,278,Minnesota North Stars,1972.0,78.0,392.0,9.0,82.0,441.0,17.0,5.0,1.0,4.0,0.0,15.0,23.0,144.0,3.0,5.0,0.0
403,1988,NHL,MTL,80,53,18,9.0,0.0,115,315,218,Montreal Canadiens,1537.0,80.0,381.0,13.0,58.0,326.0,6.0,21.0,14.0,7.0,0.0,67.0,51.0,456.0,16.0,9.0,0.0
404,1988,NHL,NJD,80,27,41,12.0,0.0,66,281,325,New Jersey Devils,2499.0,85.0,466.0,15.0,115.0,467.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
405,1988,NHL,NYI,80,28,47,5.0,0.0,61,265,325,New York Islanders,1822.0,85.0,378.0,7.0,103.0,390.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
406,1988,NHL,NYR,80,37,35,8.0,0.0,82,310,307,New York Rangers,1891.0,85.0,457.0,17.0,85.0,371.0,13.0,4.0,0.0,4.0,0.0,11.0,19.0,214.0,6.0,6.0,0.0
407,1988,NHL,PHI,80,36,36,8.0,0.0,80,307,285,Philadelphia Flyers,2317.0,98.0,367.0,9.0,80.0,432.0,16.0,19.0,10.0,9.0,0.0,64.0,60.0,612.0,20.0,26.0,0.0
408,1988,NHL,PIT,80,40,33,7.0,0.0,87,347,349,Pittsburgh Penguins,2670.0,119.0,491.0,16.0,111.0,482.0,21.0,11.0,7.0,4.0,0.0,43.0,42.0,452.0,16.0,17.0,0.0
409,1988,NHL,QUE,80,27,46,7.0,0.0,61,269,342,Quebec Nordiques,2004.0,85.0,392.0,12.0,82.0,385.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
410,1988,NHL,STL,80,33,35,12.0,0.0,78,275,285,St. Louis Blues,1675.0,74.0,370.0,12.0,83.0,356.0,5.0,10.0,5.0,5.0,0.0,35.0,34.0,216.0,8.0,6.0,0.0
411,1988,NHL,TOR,80,28,46,6.0,0.0,62,259,342,Toronto Maple Leafs,1740.0,56.0,334.0,14.0,98.0,359.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
412,1988,NHL,VAN,80,33,39,8.0,0.0,74,251,253,Vancouver Canucks,1569.0,78.0,410.0,14.0,66.0,341.0,8.0,7.0,3.0,4.0,0.0,20.0,26.0,160.0,7.0,10.0,0.0
413,1988,NHL,WAS,80,41,29,10.0,0.0,92,305,259,Washington Capitals,1836.0,96.0,443.0,13.0,73.0,362.0,7.0,6.0,2.0,4.0,0.0,19.0,25.0,155.0,9.0,9.0,0.0
414,1988,NHL,WIN,80,26,42,12.0,0.0,64,300,355,Winnipeg Jets,1843.0,79.0,357.0,13.0,82.0,374.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
415,1989,NHL,BOS,80,46,25,9.0,0.0,101,289,232,Boston Bruins,1458.0,83.0,352.0,3.0,53.0,316.0,5.0,21.0,13.0,8.0,0.0,62.0,59.0,421.0,15.0,9.0,0.0
416,1989,NHL,BUF,80,45,27,8.0,0.0,98,286,248,Buffalo Sabres,1449.0,79.0,358.0,7.0,58.0,351.0,7.0,6.0,2.0,4.0,0.0,13.0,17.0,126.0,6.0,2.0,0.0
417,1989,NHL,CAL,80,42,23,15.0,0.0,99,348,265,Calgary Flames,1751.0,99.0,357.0,6.0,76.0,366.0,11.0,6.0,2.0,4.0,0.0,24.0,29.0,149.0,2.0,10.0,0.0
418,1989,NHL,CHI,80,41,33,6.0,0.0,88,316,294,Chicago Blackhawks,2426.0,80.0,349.0,9.0,75.0,379.0,11.0,20.0,10.0,10.0,0.0,69.0,65.0,532.0,18.0,22.0,0.0
419,1989,NHL,DET,80,28,38,14.0,0.0,70,288,323,Detroit Red Wings,2140.0,58.0,354.0,13.0,92.0,372.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
420,1989,NHL,EDM,80,38,28,14.0,0.0,90,315,283,Edmonton Oilers,2046.0,84.0,407.0,6.0,82.0,417.0,22.0,22.0,16.0,6.0,0.0,93.0,60.0,288.0,21.0,14.0,1.0
421,1989,NHL,HAR,80,38,33,9.0,0.0,85,275,268,Hartford Whalers,2102.0,80.0,398.0,10.0,74.0,401.0,12.0,7.0,3.0,4.0,0.0,21.0,23.0,143.0,3.0,8.0,0.0
422,1989,NHL,LAK,80,34,39,7.0,0.0,75,338,337,Los Angeles Kings,1844.0,76.0,343.0,14.0,88.0,366.0,11.0,10.0,4.0,6.0,0.0,39.0,48.0,164.0,11.0,7.0,0.0
423,1989,NHL,MNS,80,36,40,4.0,0.0,76,284,291,Minnesota North Stars,2041.0,81.0,386.0,16.0,74.0,397.0,14.0,7.0,3.0,4.0,0.0,18.0,21.0,274.0,8.0,5.0,0.0
424,1989,NHL,MTL,80,41,28,11.0,0.0,93,288,234,Montreal Canadiens,1590.0,54.0,340.0,7.0,57.0,295.0,4.0,11.0,5.0,6.0,0.0,29.0,29.0,235.0,2.0,9.0,0.0
425,1989,NHL,NJD,80,37,34,9.0,0.0,83,295,288,New Jersey Devils,1659.0,64.0,337.0,12.0,67.0,340.0,10.0,6.0,2.0,4.0,0.0,18.0,21.0,225.0,5.0,4.0,0.0
426,1989,NHL,NYI,80,31,38,11.0,0.0,73,281,288,New York Islanders,1777.0,78.0,330.0,8.0,87.0,371.0,10.0,5.0,1.0,4.0,0.0,13.0,22.0,175.0,4.0,10.0,0.0
427,1989,NHL,NYR,80,36,31,13.0,0.0,85,279,267,New York Rangers,2021.0,103.0,442.0,8.0,77.0,362.0,7.0,10.0,5.0,5.0,0.0,37.0,35.0,291.0,15.0,11.0,0.0
428,1989,NHL,PHI,80,30,39,11.0,0.0,71,290,297,Philadelphia Flyers,2067.0,65.0,338.0,13.0,77.0,406.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
429,1989,NHL,PIT,80,32,40,8.0,0.0,72,318,359,Pittsburgh Penguins,2132.0,86.0,403.0,21.0,94.0,372.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
430,1989,NHL,QUE,80,12,61,7.0,0.0,31,240,407,Quebec Nordiques,2104.0,70.0,371.0,15.0,98.0,382.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
431,1989,NHL,STL,80,37,34,9.0,0.0,83,295,279,St. Louis Blues,1809.0,79.0,351.0,12.0,67.0,351.0,9.0,12.0,7.0,5.0,0.0,42.0,44.0,432.0,16.0,12.0,0.0
432,1989,NHL,TOR,80,38,38,4.0,0.0,80,337,358,Toronto Maple Leafs,2419.0,81.0,348.0,17.0,89.0,408.0,16.0,5.0,1.0,4.0,0.0,16.0,20.0,257.0,4.0,8.0,0.0
433,1989,NHL,VAN,80,25,41,14.0,0.0,64,245,306,Vancouver Canucks,1644.0,64.0,374.0,8.0,86.0,342.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
434,1989,NHL,WAS,80,36,38,6.0,0.0,78,284,275,Washington Capitals,2204.0,70.0,412.0,15.0,71.0,370.0,9.0,15.0,8.0,7.0,0.0,49.0,48.0,480.0,13.0,13.0,0.0
435,1989,NHL,WIN,80,37,32,11.0,0.0,85,298,290,Winnipeg Jets,1639.0,65.0,347.0,7.0,57.0,333.0,14.0,7.0,3.0,4.0,0.0,22.0,24.0,110.0,7.0,6.0,0.0
436,1990,NHL,BOS,80,44,24,12.0,0.0,100,299,264,Boston Bruins,1694.0,74.0,351.0,8.0,64.0,368.0,11.0,19.0,10.0,9.0,0.0,60.0,62.0,439.0,24.0,17.0,0.0
437,1990,NHL,BUF,80,31,30,19.0,0.0,81,292,278,Buffalo Sabres,1733.0,73.0,400.0,8.0,62.0,368.0,15.0,6.0,2.0,4.0,0.0,24.0,29.0,221.0,6.0,9.0,0.0
438,1990,NHL,CAL,80,46,26,8.0,0.0,100,344,263,Calgary Flames,2201.0,91.0,384.0,8.0,77.0,420.0,17.0,7.0,3.0,4.0,0.0,20.0,22.0,125.0,7.0,5.0,0.0
439,1990,NHL,CHI,80,49,23,8.0,0.0,106,284,211,Chicago Blackhawks,2412.0,87.0,393.0,10.0,68.0,425.0,20.0,6.0,2.0,4.0,0.0,16.0,23.0,278.0,6.0,15.0,0.0
440,1990,NHL,DET,80,34,38,8.0,0.0,76,273,298,Detroit Red Wings,1940.0,57.0,347.0,5.0,89.0,399.0,17.0,7.0,3.0,4.0,0.0,20.0,24.0,272.0,4.0,3.0,0.0
441,1990,NHL,EDM,80,37,37,6.0,0.0,80,272,272,Edmonton Oilers,1823.0,63.0,361.0,4.0,80.0,388.0,13.0,18.0,9.0,9.0,0.0,57.0,60.0,400.0,12.0,21.0,0.0
442,1990,NHL,HAR,80,31,38,11.0,0.0,73,238,276,Hartford Whalers,2209.0,73.0,403.0,9.0,72.0,369.0,5.0,6.0,2.0,4.0,0.0,17.0,24.0,192.0,6.0,10.0,0.0
443,1990,NHL,LAK,80,46,24,10.0,0.0,102,340,254,Los Angeles Kings,2228.0,80.0,391.0,18.0,63.0,370.0,8.0,12.0,6.0,6.0,0.0,46.0,37.0,306.0,12.0,8.0,0.0
444,1990,NHL,MNS,80,27,39,14.0,0.0,68,256,266,Minnesota North Stars,1964.0,76.0,382.0,7.0,75.0,378.0,9.0,23.0,14.0,9.0,0.0,81.0,75.0,674.0,35.0,24.0,0.0
445,1990,NHL,MTL,80,39,30,11.0,0.0,89,273,249,Montreal Canadiens,1425.0,66.0,357.0,10.0,54.0,282.0,6.0,13.0,7.0,6.0,0.0,47.0,42.0,333.0,13.0,12.0,0.0
446,1990,NHL,NJD,80,32,33,15.0,0.0,79,272,264,New Jersey Devils,2024.0,69.0,347.0,13.0,80.0,394.0,8.0,7.0,3.0,4.0,0.0,21.0,21.0,211.0,8.0,7.0,0.0
447,1990,NHL,NYI,80,25,45,10.0,0.0,60,223,290,New York Islanders,1723.0,51.0,317.0,12.0,78.0,353.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
448,1990,NHL,NYR,80,36,31,13.0,0.0,85,297,265,New York Rangers,1893.0,91.0,389.0,10.0,73.0,362.0,9.0,6.0,2.0,4.0,0.0,16.0,16.0,183.0,4.0,2.0,0.0
449,1990,NHL,PHI,80,33,37,10.0,0.0,76,252,267,Philadelphia Flyers,1945.0,68.0,338.0,16.0,72.0,376.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
450,1990,NHL,PIT,80,41,33,6.0,0.0,88,342,305,Pittsburgh Penguins,1641.0,89.0,388.0,12.0,73.0,351.0,12.0,24.0,16.0,8.0,0.0,95.0,68.0,571.0,26.0,25.0,1.0
451,1990,NHL,QUE,80,16,50,14.0,0.0,46,236,354,Quebec Nordiques,1741.0,51.0,328.0,11.0,98.0,368.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
452,1990,NHL,STL,80,47,22,11.0,0.0,105,310,250,St. Louis Blues,1987.0,70.0,348.0,18.0,55.0,339.0,10.0,13.0,6.0,7.0,0.0,41.0,42.0,421.0,10.0,14.0,0.0
453,1990,NHL,TOR,80,23,46,11.0,0.0,57,241,318,Toronto Maple Leafs,1962.0,61.0,346.0,6.0,83.0,368.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
454,1990,NHL,VAN,80,28,43,9.0,0.0,65,243,315,Vancouver Canucks,2063.0,65.0,391.0,16.0,76.0,339.0,10.0,6.0,2.0,4.0,0.0,16.0,26.0,154.0,5.0,5.0,0.0
455,1990,NHL,WAS,80,37,36,7.0,0.0,81,258,258,Washington Capitals,1839.0,64.0,340.0,15.0,44.0,314.0,13.0,11.0,5.0,6.0,0.0,29.0,35.0,328.0,8.0,9.0,0.0
456,1990,NHL,WIN,80,26,43,11.0,0.0,63,260,288,Winnipeg Jets,1675.0,74.0,381.0,12.0,57.0,351.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
